"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ChatGPT vs SBST: A Comparative Assessment of Unit Test Suite Generation","Y. Tang; Z. Liu; Z. Zhou; X. Luo","University of Glasgow, Glasgow, U.K.; ShanghaiTech University, Shanghai, China; ShanghaiTech University, Shanghai, China; Department of Computing, Hong Kong Polytechnic University, Hong Kong SAR, China",IEEE Transactions on Software Engineering,"14 Jun 2024","2024","50","6","1340","1359","Recent advancements in large language models (LLMs) have demonstrated exceptional success in a wide range of general domain tasks, such as question answering and following instructions. Moreover, LLMs have shown potential in various software engineering applications. In this study, we present a systematic comparison of test suites generated by the ChatGPT LLM and the state-of-the-art SBST tool EvoSuite. Our comparison is based on several critical factors, including correctness, readability, code coverage, and bug detection capability. By highlighting the strengths and weaknesses of LLMs (specifically ChatGPT) in generating unit test cases compared to EvoSuite, this work provides valuable insights into the performance of LLMs in solving software engineering problems. Overall, our findings underscore the potential of LLMs in software engineering and pave the way for further research in this area.","1939-3520","","10.1109/TSE.2024.3382365","Hong Kong RGC Project(grant numbers:PolyU15224121); HKPolyU(grant numbers:ZGGG); National Natural Science Foundation of China(grant numbers:62202306); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10485640","ChatGPT;search-based software testing;large language models","Chatbots;Codes;Task analysis;Software;Question answering (information retrieval);Computer bugs;Benchmark testing","","48","","86","IEEE","29 Mar 2024","June 2024","","IEEE","IEEE Journals"
"Adaptive Random Testing for Multiagent Path Finding Systems","Y. Liu; X. -Y. Zhang","Beihang University, Beijing, China; National Institute of Informatics, Tokyo, Japan",IEEE Transactions on Reliability,"2 Mar 2022","2022","71","1","295","308","The multiagent path finding (MAPF) problem identifies the scheduling of multiple agents simultaneously, such that all of them can reach their targets efficiently. To date, MAPF systems have been assigned important tasks such as traffics and warehouses. It is essential to conduct testing for MAPF systems to detect potential failures. Namely, in an MAPF system, a test case is a specific MAPF scenario, including the initial locations of the agents and the environment for these agents to play in. By testing, we intend to find the scenarios (i.e., test cases) whose executions reveal failures. Testing MAPF systems is challenging due to the complexity of its input and the interactions among multiple agents. This article proposes the testing approach based on the adaptive random testing (ART) for MAPF systems. ART aims to generate new test cases far from the already executed ones. Particularly, to calculate the distance between each pair of test cases, we introduce two metrics, the initial density distribution and the destination density distribution, to characterize the distribution of the agents’ initial and destination nodes, respectively. Benefit from ART, the diversity of the information generated during testing can be improved. Experimental results show that compared with the random testing, our approach can detect more diverse failure-revealing scenarios.","1558-1721","","10.1109/TR.2022.3146323","ERATO HASUO Metamathematics for Systems Design(grant numbers:JPMJER1603); JST; Engineerable AI Techniques for the Practical Applications of High-Quality Machine Learning-based Systems(grant numbers:JPMJMI20B8); JST-Mirai Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725384","Adaptive random testing (ART);density measurement;multiagent path finding (MAPF);multiagent systems;software testing","Measurement;Adaptive systems;Job shop scheduling;Scalability;Subspace constraints;Benchmark testing;Planning","","","","49","IEEE","2 Mar 2022","March 2022","","IEEE","IEEE Journals"
"Human vs. computer behavior in multi-issue negotiation","T. Bosse; C. M. Jonker","Department of Artificial Intelligence, Vrije Universiteit Amsterdam; Nijmegen Institute for Cognition and Information, Radboud Universiteit Nijmegen, Netherlands","Rational, Robust, and Secure Negotiation Mechanisms in Multi-Agent Systems (RRS'05)","6 Feb 2006","2005","","","11","24","This paper presents two experiments that contribute to the comparison of human- versus computer behavior in the domain of multi-issue negotiation. The experiments are part of an ongoing endeavor of improving the quality of computer negotiators when negotiating against human negotiators. The validity of the experiments was tested in a case study of closed multi-issue negotiation involving the ABMP negotiation software agents. The results indeed reveal a number of strengths and weaknesses of the ABMP agents. For example, the fairness of deals in negotiations performed purely by ABMP agents is better than the fairness of deals in the comparable negotiations in which humans were involved. Furthermore, in mixed negotiations (i.e., involving human- and software agents) the humans outperform the software agent with respect to the individual performance. Based on the results of the experiments, several suggestions are made to improve the ABMP agent's performance.","","0-7695-2480-X","10.1109/RRS.2005.8","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1587845","","Humans;Software agents;Benchmark testing;Artificial intelligence;Cognition;Software testing;Software design;Software tools;Software libraries;System testing","","28","","15","IEEE","6 Feb 2006","25-25 July 2005","25-25 July 2005","IEEE","IEEE Conferences"
"Impact of Large Language Models of Code on Fault Localization","S. Ji; S. Lee; C. Lee; Y. -S. Han; H. Im","Yonsei University, Seoul, Republic of Korea; Kangwon National University, Chuncheon, Republic of Korea; Kangwon National University, Chuncheon, Republic of Korea; Yonsei University, Seoul, Republic of Korea; Kangwon National University, Chuncheon, Republic of Korea","2025 IEEE Conference on Software Testing, Verification and Validation (ICST)","20 May 2025","2025","","","302","313","Identifying the point of error is imperative in software debugging. Traditional fault localization (FL) techniques rely on executing the program and using the code coverage matrix in tandem with test case results to calculate a suspiciousness score for each method or line. Recently, learning-based FL techniques have harnessed machine learning models to extract meaningful features from the code coverage matrix and improve FL performance. These techniques, however, require compilable source code, existing test cases, and specialized tools for generating the code coverage matrix for each programming language of interest. In this paper, we propose, for the first time, a simple but effective sequence generation approach for fine-tuning large language models of code (LLMCs) for FL tasks. LLMCs have recently received much attention for various software engineering problems. In line with these, we leverage the innate understanding of code that LLMCs have acquired through pre-training on large code corpora. Specifically, we fine-tune 13 representative encoder, encoder-decoder, and decoder-based LLMCs (across 7 different architectures) for FL tasks. Unlike previous approaches, LLM Cs can analyze code sequences that do not compile. Still, they have a limitation on the length of the input data. Therefore, for a fair comparison with existing FL techniques, we extract methods with errors from the project-level benchmark, Defects4J, and analyze them at the line level. Experimental results show that LLMCs fine-tuned with our approach successfully pinpoint error positions in 50.6%, 64.2%, and 72.3% of 1,291 methods in Defects4J for Top-1/3/5 prediction, outperforming the best learning-based state-of-the-art technique by up to 1.35, 1.12, and 1.08 times, respectively. We also conduct an in-depth investigation of key factors that may affect the FL performance of LLMCs. Our findings suggest promising research directions for FL and automated program repair tasks using LLMCs.","2159-4848","979-8-3315-0814-2","10.1109/ICST62969.2025.10989036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10989036","Fault Localization;Vulnerability Detection;Large Language Model of Code;Fine-Tuning;Deep Learning","Location awareness;Software testing;Codes;Large language models;Source coding;Computer architecture;Benchmark testing;Feature extraction;Software debugging;Software engineering","","4","","69","IEEE","20 May 2025","31 March-4 April 2025","31 March-4 April 2025","IEEE","IEEE Conferences"
"CodaMosa: Escaping Coverage Plateaus in Test Generation with Pre-trained Large Language Models","C. Lemieux; J. P. Inala; S. K. Lahiri; S. Sen","University of British Columbia, Canada; Microsoft Research, USA; Microsoft Research, USA; Microsoft Research, USA",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),"14 Jul 2023","2023","","","919","931","Search-based software testing (SBST) generates high-coverage test cases for programs under test with a combination of test case generation and mutation. SBST's performance relies on there being a reasonable probability of generating test cases that exercise the core logic of the program under test. Given such test cases, SBST can then explore the space around them to exercise various parts of the program. This paper explores whether Large Language Models (LLMs) of code, such as OpenAI's Codex, can be used to help SBST's exploration. Our proposed algorithm, CodaMosa, conducts SBST until its coverage improvements stall, then asks Codex to provide example test cases for under-covered functions. These examples help SBST redirect its search to more useful areas of the search space. On an evaluation over 486 benchmarks, CodaMosa achieves statistically significantly higher coverage on many more benchmarks (173 and 279) than it reduces coverage on (10 and 4), compared to SBST and LLM-only baselines.","1558-1225","978-1-6654-5701-9","10.1109/ICSE48619.2023.00085","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172800","search based software testing;codex;test suite generation;python;large language model;automated testing","Software testing;Codes;Benchmark testing;Software;Space exploration;Test pattern generators;Software engineering","","192","","62","IEEE","14 Jul 2023","14-20 May 2023","14-20 May 2023","IEEE","IEEE Conferences"
"Testing Open-World Games: A Minecraft Case Study","Q. Chen; M. Zhang; X. Zhang","University of Science and Technology Beijing, Beijing, China; Southwest University, Chongqing, China; University of Science and Technology Beijing, Beijing, China",2025 IEEE 36th International Symposium on Software Reliability Engineering Workshops (ISSREW),"1 Dec 2025","2025","","","01","08","With the ever-increasing demand for games, game engines continue to upgrade and become more complex. On the other hand, bugs are detrimental to games, affecting players' experiences, causing imbalances, and even forcing players to withdraw. Thus, game testing is an essential but challenging task. Particularly, as a popular genre, open-world games are defined by their emphasis on player autonomy, allowing individuals to choose what to engage with and shape their own experiences. This high degree of freedom results in significant differences in player behaviours, which brings much complexity for game testers to explore valuable game scenarios and hence detect potential failures or requirement violations. In this paper, we focus on the oracle problem in testing open-world games. Indeed, since open-world games strive to independently construct a self-contained logical system with coherent operational rules, it is challenging to formulate a comprehensive specification that completely describes the requirements and then identify failures during testing. To address these issues, we examine the underlying logic of open-world games by comparing the physical rules and theories of the real world with those of the game world. Intuitively, although open worlds possess their own physical and natural laws, if these laws deviate significantly from those of the real world, they may also be inconsistent with players' expectations and thus violate the requirements. Based on this, we take the gravity and aggro mechanics as examples, using Minecraft as a benchmark, and generate test cases through the boundary testing and metamorphic testing methods, respectively. The testing results show that we can generate interesting test cases that violate real-world rules and provide guidance for further analysis.","2994-810X","979-8-3315-5325-8","10.1109/ISSREW67781.2025.00059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11262358","Game testing;open-world game;Minecraft;software testing","Software testing;Hands;Shape;Computer bugs;Games;Software reliability;Logic;Engines;Testing;Gravity","","","","24","IEEE","1 Dec 2025","21-21 Oct. 2025","21-21 Oct. 2025","IEEE","IEEE Conferences"
"Large Language Models are Few-shot Testers: Exploring LLM-based General Bug Reproduction","S. Kang; J. Yoon; S. Yoo","School of Computing, KAIST, Daejeon, Republic of Korea; School of Computing, KAIST, Daejeon, Republic of Korea; School of Computing, KAIST, Daejeon, Republic of Korea",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),"14 Jul 2023","2023","","","2312","2323","Many automated test generation techniques have been developed to aid developers with writing tests. To facilitate full automation, most existing techniques aim to either increase coverage, or generate exploratory inputs. However, existing test generation techniques largely fall short of achieving more semantic objectives, such as generating tests to reproduce a given bug report. Reproducing bugs is nonetheless important, as our empirical study shows that the number of tests added in open source repositories due to issues was about 28% of the corresponding project test suite size. Meanwhile, due to the difficulties of transforming the expected program semantics in bug reports into test oracles, existing failure reproduction techniques tend to deal exclusively with program crashes, a small subset of all bug reports. To automate test generation from general bug reports, we propose Libro, a framework that uses Large Language Models (LLMs), which have been shown to be capable of performing code-related tasks. Since LLMs themselves cannot execute the target buggy code, we focus on post-processing steps that help us discern when LLMs are effective, and rank the produced tests according to their validity. Our evaluation of Libro shows that, on the widely studied Defects4J benchmark, Libro can generate failure reproducing test cases for 33% of all studied cases (251 out of 750), while suggesting a bug reproducing test in first place for 149 bugs. To mitigate data contamination (i.e., the possibility of the LLM simply remembering the test code either partially or in whole), we also evaluate Libro against 31 bug reports submitted after the collection of the LLM training data terminated: Libro produces bug reproducing tests for 32% of the studied bug reports. Overall, our results show Libro has the potential to significantly enhance developer efficiency by automatically generating tests from bug reports.","1558-1225","978-1-6654-5701-9","10.1109/ICSE48619.2023.00194","National Research Foundation of Korea (NRF)(grant numbers:NRF-2020R1A2C1013629,NRF-2018R1A5A1059921); Institute for Information & Communications Technology Promotion; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172763","test generation;natural language processing;software engineering","Codes;Computer bugs;Semantics;Training data;Benchmark testing;Writing;Test pattern generators","","135","","42","IEEE","14 Jul 2023","14-20 May 2023","14-20 May 2023","IEEE","IEEE Conferences"
"Fairness Testing of Machine Learning Models Using Deep Reinforcement Learning","W. Xie; P. Wu","State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China","2020 IEEE 19th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)","9 Feb 2021","2020","","","121","128","Machine learning models play an important role for decision-making systems in areas such as hiring, insurance, and predictive policing. However, it still remains a challenge to guarantee their trustworthiness. Fairness is one of the most critical properties of these machine learning models, while individual discriminatory cases may break the trustworthiness of these systems severely. In this paper, we present a systematic approach of testing the fairness of a machine learning model, with individual discriminatory inputs generated automatically in an adaptive manner based on the state-of-the-art deep reinforcement learning techniques. Our approach can explore and exploit the input space efficiently, and find more individual discriminatory inputs within less time consumption. Case studies with typical benchmark models demonstrate the effectiveness and efficiency of our approach, compared to the state-of-the-art black-box fairness testing approaches.","2324-9013","978-1-6654-0392-4","10.1109/TrustCom50675.2020.00029","National Key R&D Program of China(grant numbers:2017YFB0801900); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9343006","fairness testing;black-box testing;deep reinforcement learning;test data generation;machine learning models","Adaptation models;Systematics;Computational modeling;Reinforcement learning;Benchmark testing;Data models;Test pattern generators","","7","","30","IEEE","9 Feb 2021","29 Dec.-1 Jan. 2021","29 Dec.-1 Jan. 2021","IEEE","IEEE Conferences"
"Learning Environment Models with Continuous Stochastic Dynamics - with an Application to Deep RL Testing","M. Tappler; E. Muškardin; B. K. Aichernig; B. Könighofer","DES Lab, Silicon Austria Labs, Institute of Software Technology, Graz University of Technology, Graz, Austria; DES Lab, Silicon Austria Labs, Institute of Software Technology, Graz University of Technology, Graz, Austria; Institute of Software Technology, Graz University of Technology, Graz, Austria; Institute of Applied Information Processing and Communications, Graz University of Technology, Graz, Austria","2024 IEEE Conference on Software Testing, Verification and Validation (ICST)","27 Aug 2024","2024","","","197","208","Techniques like deep reinforcement learning (DRL) enable autonomous agents to solve tasks in complex environments automatically through learning. Despite their potential, neural-network-based decision-making policies are hard to understand and test. To ease the adoption of such techniques, we learn automata models of environmental behavior under the control of an agent. These models provide insights into the decisions faced by agents and a basis for testing. To scale automata learning to environments with complex and continuous dynamics, we compute an abstract state-space representation through dimensionality reduction and clustering of observed environmental states. The stochastic transitions are learned via passive automata learning from agent-environment interactions. Furthermore, we iteratively sample additional tra-jectories to enhance the learned model's accuracy. We demonstrate the potential of our automata learning frame-work by (1) solving popular RL benchmark problems and (2) applying it for differential testing of DRL agents. Our results show that the learned models are sufficiently precise to compute policies that solve the respective control tasks. Yet the models are sufficiently general for coverage-guided testing, where we reveal significant differences in the functional failure frequency of pairs of DRL agents.","2159-4848","979-8-3503-0818-1","10.1109/ICST60714.2024.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10638603","Automata Learning;Markov Decision Processes;Reinforcement Learning;Differential Testing","Dimensionality reduction;Software testing;Runtime;Computational modeling;Learning automata;Stochastic processes;Probabilistic logic;Trajectory;Safety;Testing","","1","","55","IEEE","27 Aug 2024","27-31 May 2024","27-31 May 2024","IEEE","IEEE Conferences"
"Evaluating Large Language Models for Enhanced Fuzzing: An Analysis Framework for LLM-Driven Seed Generation","G. Black; V. Mathew Vaidyan; G. Comert","Department of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA; Department of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA; Benedict College, Columbia, SC, USA",IEEE Access,"29 Oct 2024","2024","12","","156065","156081","Fuzzing is a crucial technique for detecting software defects by dynamically generating and testing program inputs. This study introduces a framework designed to assess the application of Large Language Models (LLMs) to automate the generation of effective seed inputs for fuzzing, particularly in the Python programming environment where traditional approaches are less effective. Utilizing the Atheris fuzzing framework, we created over 38,000 seed inputs from LLMs targeted at 50 Python functions from widely-used libraries. Our findings underscore the critical role of LLM selection in seed effectiveness. In certain cases, seeds generated by LLMs rivaled or surpassed traditional fuzzing campaigns, with a corpus of fewer than 100 LLM-generated entries outperforming over 100,000 conventionally produced inputs. These seeds significantly improved code coverage and instruction count during fuzzing sessions, illustrating the efficacy of our framework in facilitating an automated, scalable approach to evaluating LLM effectiveness. The results, validated through linear regression analysis, demonstrate that selecting the appropriate LLM based on its training and capabilities is essential for optimizing fuzzing efficiency and facilitates the testing of future LLM versions.","2169-3536","","10.1109/ACCESS.2024.3484947","National Center for Transportation Cybersecurity and Resiliency (TraCR), USA, headquartered at Clemson University, Clemson, SC, USA; Cyber-Ag-Law Research Collaborations with the Department of Energy Minority Serving Institutions Partnership Program (MSIPP) managed by the Savannah River National Laboratory under Battelle Savannah River Alliance (BSRA)(grant numbers:TOA 0000525174 CN1); Minority Science and Engineering Improvement Program (MSEIP) II Cyber, USA(grant numbers:P120A190061,P120A210048,FM-MHP-0678-22-01-00); National Science Foundation (NSF), USA(grant numbers:1954532,2131080,2200457,OIA-2242812,2234920,2305470); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10731701","Fuzzing;machine learning;large language models;python","Fuzzing;Testing;Large language models;Python;Codes;Security;Training;Protocols;Measurement;Machine learning","","5","","52","CCBYNCND","23 Oct 2024","2024","","IEEE","IEEE Journals"
"Rug: Turbo Llm for Rust Unit Test Generation","X. Cheng; F. Sang; Y. Zhai; X. Zhang; T. Kim",Georgia Institute of Technology; Georgia Institute of Technology; Georgia Institute of Technology; George Mason University; Georgia Institute of Technology,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"23 Jun 2025","2025","","","2983","2995","Unit testing improves software quality by evaluating isolated sections of the program. This approach alleviates the need for comprehensive program-wide testing and confines the potential error scope within the software. However, unit test development is time-consuming, requiring developers to create appropriate test contexts and determine input values to cover different code regions. This problem is particularly pronounced in Rust due to its intricate type system, making traditional unit test generation tools ineffective in Rust projects. Recently, large language models (LLMs) have demonstrated their proficiency in understanding programming language and completing software engineering tasks. However, merely prompting LLMs with a basic prompt like “generate unit test for the following source code” often results in code with compilation errors. In addition, LLM-generated unit tests often have limited test coverage. To bridge this gap and harness the capabilities of LLM, we design and implement RUG, an end-to-end solution to automatically generate the unit test for Rust projects. To help LLM's generated test pass Rust strict compilation checks, RUG designs a semantic-aware bottom-up approach to divide the context construction problem into dependent sub-problems. It solves these sub-problems sequentially using an LLM and merges them to a complete context. To increase test coverage, RUG integrates coverage-guided fuzzing with LLM to prepare fuzzing harnesses. Applying RUG on 17 real-world Rust programs (average $24,937 \text{LoC}$), we show that RUG can achieve a high code coverage, up to $\mathbf{7 1. 3 7 \%}$, closely comparable to human effort $(\mathbf{7 3. 1 8 \%})$. We submitted 113 unit tests generated by RUG covering the new code: 53 of them have been accepted, 17 rejected, and 43 are pending for review.","1558-1225","979-8-3315-0569-1","10.1109/ICSE55347.2025.00097","NSF(grant numbers:CNS-1749711); ONR(grant numbers:N00014-23-1-2095); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11029738","Unit testing;Large language model;Rust","Codes;Reviews;Large language models;Source coding;Scalability;Software quality;Fuzzing;Test pattern generators;Testing;Software engineering","","2","","71","IEEE","23 Jun 2025","26 April-6 May 2025","26 April-6 May 2025","IEEE","IEEE Conferences"
"Evaluating Large Language Models Via Multi-Modal User Knowledge Graphs: A Comprehensive Assessment Framework","P. Liu; Z. Chen; Y. Li; W. E. Wong","Faculty of Business Information, Shanghai Business School, Shanghai; Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA; China School of Information and Electrical Engineering, Ludong University, Yantai, China; Department of Computer Science, The University of Texas at Dallas, Richardson, TX, USA","2025 11th International Symposium on System Security, Safety, and Reliability (ISSSR)","9 Jun 2025","2025","","","278","285","Large language models (LLMs) have been widely adopted across various industries, but issues such as hallucinations, biases, and erroneous outputs frequently arise, compromising their reliability and safety. Objectively assessing how well an LLM interprets user queries is crucial for selecting the right model for practical problem-solving. This paper proposes an evaluation method that leverages user knowledge graphs to measure an LLM's comprehension of user input. Specifically, we construct both text-based and graphical test cases derived from a user knowledge graph, thereby enabling multi-modal assessment of the LLM's understanding. To implement our approach, a knowledge graph is first built from the user's input and then mutated to produce diverse test cases. A search-based testing method is then applied to evaluate the model's comprehension. We provide a case study demonstrating the framework. Our findings indicate that multi-modal test cases outperform purely text-based test cases in revealing the true understanding capability of LLMs. Among the eight models tested, DeepSeek and Doubao exhibit stronger comprehension than the remaining six.","2835-2823","979-8-3315-0124-2","10.1109/ISSSR65654.2025.00047","Natural Science Foundation of Shanghai(grant numbers:23ZR1445900); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11021674","User knowledge graph;LLM;Understanding ability evaluation;Multi-modal test case;Knowledge graph mutation;","Industries;Visualization;Large language models;Knowledge graphs;Cognition;Robustness;Safety;Complexity theory;Security;Testing","","3","","22","IEEE","9 Jun 2025","12-13 April 2025","12-13 April 2025","IEEE","IEEE Conferences"
"Understanding the Characteristics of LLM-Generated Property-Based Tests in Exploring Edge Cases","H. Tanaka; H. Tanaka; K. Shimari; K. Matsumoto","Nara Institute of Science and Technology, Ikoma, Japan; Nara Institute of Science and Technology, Ikoma, Japan; Nara Institute of Science and Technology, Ikoma, Japan; Nara Institute of Science and Technology, Ikoma, Japan",2025 2nd IEEE/ACM International Conference on AI-powered Software (AIware),"19 Jan 2026","2025","","","11","18","As Large Language Models (LLMs) increasingly generate code in software development, ensuring the quality of LLM-generated code has become important. Traditional testing approaches using Example-based Testing (EBT) often miss edge cases—defects that occur at boundary values, special input patterns, or extreme conditions. This research investigates the characteristics of LLM-generated Property-based Testing (PBT) compared to EBT for exploring edge cases. We analyze 16 HumanEval problems where standard solutions failed on extended test cases, generating both PBT and EBT test codes using Claude-4-sonnet. Our experimental results reveal that while each method individually achieved a 68.75% bug detection rate, combining both approaches improved detection to $81.25\%$. The analysis demonstrates complementary characteristics: PBT effectively detects performance issues and edge cases through extensive input space exploration, while EBT effectively detects specific boundary conditions and special patterns. These findings suggest that a hybrid approach leveraging both testing methods can improve the reliability of LLM-generated code, providing guidance for test generation strategies in LLM-based code generation.","","979-8-3315-8269-2","10.1109/AIware69974.2025.00009","JSPS(grant numbers:JP23K16862); KAKENHI(grant numbers:JP23K16862); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334197","Software Testing;Code Generation;Large Language Models","Codes;Systematics;Image edge detection;Large language models;Computer bugs;Boundary conditions;Space exploration;Test pattern generators;Standards;Testing","","","","17","IEEE","19 Jan 2026","19-20 Nov. 2025","19-20 Nov. 2025","IEEE","IEEE Conferences"
"A Reinforcement Learning Approach to Generating Test Cases for Web Applications","X. Chang; Z. Liang; Y. Zhang; L. Cui; Z. Long; G. Wu; Y. Gao; W. Chen; J. Wei; T. Huang","State Key Lab of Computer Sciences, Institute of Software, Chinese Academy of Sciences, Beijing, China; Joint Laboratory on Cyberspace Security, China Southern Power Grid, Guangzhou, China; State Key Lab of Computer Sciences, Institute of Software, Chinese Academy of Sciences, Beijing, China; Joint Laboratory on Cyberspace Security, China Southern Power Grid, Guangzhou, China; Joint Laboratory on Cyberspace Security, China Southern Power Grid, Guangzhou, China; State Key Lab of Computer Sciences, Institute of Software, Chinese Academy of Sciences, Beijing, China; State Key Lab of Computer Sciences, Institute of Software, Chinese Academy of Sciences, Beijing, China; State Key Lab of Computer Sciences, Institute of Software, Chinese Academy of Sciences, Beijing, China; State Key Lab of Computer Sciences, Institute of Software, Chinese Academy of Sciences, Beijing, China; State Key Lab of Computer Sciences, Institute of Software, Chinese Academy of Sciences, Beijing, China",2023 IEEE/ACM International Conference on Automation of Software Test (AST),"12 Jul 2023","2023","","","13","23","Web applications play an important role in modern society. Quality assurance of web applications requires lots of manual efforts. In this paper, we propose WebQT, an automatic test case generator for web applications based on reinforcement learning. Specifically, to increase testing efficiency, we design a new reward model, which encourages the agent to mimic human testers to interact with the web applications. To alleviate the problem of state redundancy, we further propose a novel state abstraction technique, which can identify different web pages with the same functionality as the same state, and yields a simplified state space. We evaluate WebQT on seven open-source web applications. The experimental results show that WebQT achieves 45.4% more code coverage along with higher efficiency than the state-of-the-art technique. In addition, WebQT also reveals 69 exceptions in 11 real-world web applications.","2833-9061","979-8-3503-2402-0","10.1109/AST58925.2023.00006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173983","State exploration;Reinforcement learning;Software testing","Software testing;Quality assurance;Codes;Automation;Redundancy;Web pages;Reinforcement learning","","4","","40","IEEE","12 Jul 2023","15-16 May 2023","15-16 May 2023","IEEE","IEEE Conferences"
"Hybrid Fuzzing with LLM-Guided Input Mutation and Semantic Feedback","S. Lin",Independent Researcher,2025 Cyber Awareness and Research Symposium (CARS),"21 Jan 2026","2025","","","1","9","Software fuzzing has become a cornerstone in automated vulnerability discovery, yet existing mutation strategies often lack semantic awareness, leading to redundant test cases and slow exploration of deep program states. In this work, I present a hybrid fuzzing framework that integrates static and dynamic analysis with Large Language Model (LLM)-guided input mutation and semantic feedback. Static analysis extracts control-flow and data-flow information, which is transformed into structured prompts for the LLM to generate syntactically valid and semantically diverse inputs. During execution, I augment traditional coverage-based feedback with semantic feedback signals–derived from program state changes, exception types, and output semantics–allowing the fuzzer to prioritize inputs that trigger novel program behaviors beyond mere code coverage. I implement our approach atop AFL++, combining program instrumentation with embedding-based semantic similarity metrics to guide seed selection. Evaluation on real-world open-source targets, including libpng, tcpdump, and sqlite, demonstrates that our method achieves faster time-to-first-bug, higher semantic diversity, and a competitive number of unique bugs compared to state-of-the-art fuzzers. This work highlights the potential of combining LLM reasoning with semantic-aware feedback to accelerate and deepen vulnerability discovery.","","979-8-3315-9628-6","10.1109/CARS67163.2025.11337923","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11337923","Hybrid Fuzzing;Large Language Models;Input Mutation;Semantic Feedback;Software Vulnerability Discovery;Automated Software Testing","Measurement;Large language models;Instruments;Semantics;Diversity reception;Computer bugs;Static analysis;Fuzzing;Software;Data mining","","","","25","IEEE","21 Jan 2026","27-30 Oct. 2025","27-30 Oct. 2025","IEEE","IEEE Conferences"
"Large Language Models for Software Engineering: Survey and Open Problems","A. Fan; B. Gokkaya; M. Harman; M. Lyubarskiy; S. Sengupta; S. Yoo; J. M. Zhang","Generative AI Team Meta Platforms Inc., New York, NY, USA; PyTorch Team Meta Platforms Inc., Menlo Park, CA, USA; Instagram Product Foundation Meta Platforms Inc., London, UK; Developer Infrastructure Meta Platforms Inc., London, UK; FAIR Meta Platforms Inc., Menlo Park, CA, USA; School of Computing KAIST, Daejeon, Korea; Department of Informatics, King's College London, London, UK",2023 IEEE/ACM International Conference on Software Engineering: Future of Software Engineering (ICSE-FoSE),"4 Mar 2024","2023","","","31","53","This paper provides a survey of the emerging area of Large Language Models (LLMs) for Software Engineering (SE). It also sets out open research challenges for the application of LLMs to technical problems faced by software engineers. LLMs' emergent properties bring novelty and creativity with applications right across the spectrum of Software Engineering activities including coding, design, requirements, repair, refactoring, performance improvement, documentation and analytics. However, these very same emergent properties also pose significant technical challenges; we need techniques that can reliably weed out incorrect solutions, such as hallucinations. Our survey reveals the pivotal role that hybrid techniques (traditional SE plus LLMs) have to play in the development and deployment of reliable, efficient and effective LLM-based SE.","","979-8-3503-2496-9","10.1109/ICSE-FoSE59343.2023.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10449667","Automated Program Repair;Documentation generation;Generative AI;Genetic Improvement;Human-Computer Interaction;Large Language Models;Refactoring;Requirements engineering;Search Based Software Engineering (SBSE);Software Analytics;Software Engineering Education;Software Processes;Software Maintenance and Evolution;Software Testing","Surveys;Maintenance engineering;Reliability engineering;Software;Software reliability;Software engineering;Testing","","300","","236","IEEE","4 Mar 2024","14-20 May 2023","14-20 May 2023","IEEE","IEEE Conferences"
